Memory:,Graphics Card:,CPU:,File Size:,OS:,name
3 GB,ATI FireMV 2260,Intel Core 2 Duo Q6867,3 GB,"Ubuntu - glibc 2.15+, 32/64-bit",The Drifter System Requirements
 1 GB, ATI FireGL T2-128 , Intel Pentium 4 2.00GHz , 200 MB, Windows XP / Vista / 7,Bot Net: Ramshackle Robotics System Requirements
4 GB,NVIDIA GeForce 510,Intel Core 2 Duo E8400,Unknown,Ubuntu 12.04,A Pirate's Pleasure System Requirements
 2 GB, NVIDIA GeForce 510 , Intel Core Duo T2050 , Unknown, Unknown,SuperGrind RPG System Requirements
 2 GB, AMD Radeon HD 6250 , AMD A6-3420M , 4 GB, Microsoft® Windows® 7/8/8.1/10 (32bit/64bit) or higher,Aurora - Hidden Colors System Requirements
 2 GB, NVIDIA GeForce 510 , Intel Core i5-4200U , 100 MB, Windows 7,Magic of Autumn System Requirements
 256 MB, NVIDIA GeForce 6200 , Intel Pentium 4 2.00GHz , 200 MB, Windows 7 / 8 / 10,Crazy Eights 3D Premium System Requirements
4 GB,ATI FireGL V7350,Intel Core 2 Duo Q6867,6 GB,Unknown,HIVESWAP: Act 2 System Requirements
 2 GB, ATI Radeon HD 4850 , Intel Core 2 Duo Q6867 , 1 GB, Windows 10,Titeuf: Mega Party System Requirements
 4 GB, NVIDIA GeForce GTX 750 Ti , Intel Pentium 4 4.00GHz , 1 GB," Windows 10, 8, 7 (64 Bit)",Adam: Robot World System Requirements
 8 GB, NVIDIA GeForce 510 , Intel Core i3-2340UE , 4 GB, Windows 7,The Legend of Dark Witch Renovation System Requirements
 8 GB, NVIDIA GeForce GTX 1050 , AMD Athlon XP 1500 , 1 GB, Windows 7+,Heavens Tournament System Requirements
 8 GB, NVIDIA GeForce GTX 750 , Intel Core i5-650 , 2 GB," Win7 SP1, Windows 8.1, or Windows 10 (64-Bit Required)","Don't Die, Minerva! System Requirements"
 256 MB, ATI FireGL T2-128 , Intel Pentium 4 2.00GHz , 50 MB, Windows Vista or newer,Sub Terra Draconis System Requirements
 1.95 GB, Intel HD 5300 , Intel Pentium 4 2.00GHz , 1000 MB," Windows 7,8,10",Bloody trains System Requirements
 2 GB, NVIDIA GeForce 9600 GT , Intel Core 2 Duo Q6867 , 200 MB, Windows 7 64 Bit,How to Become a Ninja: Part 1 System Requirements
 4 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Pentium 4 2.00GHz , 300 MB, Windows 7 SP1+,Lootcraft System Requirements
 2 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Pentium 4 2.00GHz , 250 MB, Windows 7 SP1+,Super Angling System Requirements
 8 GB, NVIDIA GeForce GTX 970 , Intel Core 2 Duo E8400 , 5 GB, 64-bit Windows 10,The Missing Few System Requirements
1 GB,NVIDIA GeForce 510,Intel Pentium 4 1300MHz,500 MB,x86/x86_64,La Memoire System Requirements
 1 GB, NVIDIA GeForce 510 , Intel Pentium 4 1.60GHz , 1.13 GB, Windows 7/Windows 8/Windows 10,Haunted Hotel: Room 18 Collector's Edition System Requirements
 2 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 2.00GHz , 600 MB, Windows 7 or later,Circle of Sumo System Requirements
 500 MB, ATI FireGL T2-128 , Intel Core i5-4400E , 1 MB, Windows 7,Dinodrifters System Requirements
 4 GB, NVIDIA GeForce GT 720 , Intel Pentium 4 1.80GHz , 500 MB," Microsoft Windows 8, 10",Bonsai Castles System Requirements
 8 GB, AMD Radeon R7 260X , Intel Core i5-4460 , 15 GB, Windows 7 or Windows 10,港詭實錄ParanormalHK System Requirements
 4 GB, NVIDIA GeForce GTX 980 , Intel Core i5-4670 , Unknown, Windows 10,Vega Motions: Project Unleashed System Requirements
1 GB,NVIDIA GeForce 6100,Intel Core 2 Duo T7250,150 MB,Ubuntu 12.04+,Vladimir Putin Style System Requirements
 8 GB, NVIDIA GeForce GTX 1070 , Intel Core i5-4590 , 13 GB, Windows 10,BRITANNIA VR: OUT OF YOUR MIND System Requirements
 4 GB, NVIDIA GeForce GTX 960 , Intel Core 2 Duo Q6867 , 10 GB, Windows 7 or later,Carnival Hunt System Requirements
 4 GB, NVIDIA GeForce 510 , Intel Pentium 4 4.00GHz , 100 MB, Windows 7,Dangerous Blaster System Requirements
 8 GB, NVIDIA GeForce GTX 750 Ti , Intel Core i5-3450 , 8 GB, Windows 7 / Windows 10,ANNIE System Requirements
 4 GB, Intel Media Accelerator 500 , Intel Core i3-4130 , 100 MB, Windows 7 / 8 / 10,Picture toys System Requirements
 2 GB, NVIDIA GeForce GT 540M , Intel Core i3-6006U , 539 MB," Windows 8, 10",Risnuch System Requirements
 1 GB, Intel Media Accelerator 500 , Intel Pentium 4 2.00GHz , 1 GB, Windows 7,Hentai Crush: Love Rhythm System Requirements
 4 GB, NVIDIA GeForce 256 , Intel Core 2 Duo Q6867 , 35 GB," Windows 7, 8.1 or 10",Time Squared System Requirements
 4 GB, AMD Radeon HD 7750 , Intel Core i7-3770 , 30 GB, Microsoft Windows 7/8/10 - 32bit,Origin - Shattered Universe System Requirements
 2 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Atom Z510 , 100 MB," Windows 7, Vista or 10 (32 or 64 bit)",Space Shapes System Requirements
 4 GB, NVIDIA GeForce 510 , Intel Core 2 Duo E8400 , 1.46 GB, Windows 8.1 / 10,Dandy Dungeon - Legend of Brave Yamada - System Requirements
 2 GB, AMD Radeon HD 4650 , Intel Core 2 Duo E8400 , 1 GB, Windows 7/8.1/10 (32-bit versions),Cahertis System Requirements
 4 GB, NVIDIA GeForce 510 , Intel Pentium 4 2.00GHz , 500 MB, Win 7,Maska's Masks System Requirements
 3.91 GB, ATI FireGL V7350 , AMD Athlon II Neo K325 , 1.95 GB, Windows 7 SP1+,Realms of Darkness System Requirements
 1 GB, NVIDIA GeForce 510 , Intel Core 2 Duo Q6867 , 1 GB, Windows 7/8/10,The Cruxis Sword System Requirements
 4 GB, ATI FireGL T2-128 , Intel Pentium 4 2.00GHz , 500 MB," Windows 8/8.1, 10",Kōmori Fruit Rush System Requirements
 1 GB, NVIDIA GeForce 510 , Intel Core 2 Duo E8400 , 1 GB, Windows 7,Swordia System Requirements
 8 GB, NVIDIA GeForce GTX 1050 , Intel Core i5-4400E , 20 GB, Windows 10,A.I.M.3: War Protocol System Requirements
1 GB,NVIDIA GeForce 7200 GS,Intel Pentium 4 4.00GHz,100 MB,Ubuntu 14.04,Creeps Creeps? Creeps! System Requirements
 8 GB, Intel Media Accelerator 500 , Intel Core i5-4400E , 2 GB, Windows,Unnamed Adventure/无名之旅 System Requirements
 2 GB, ATI FireMV 2260 , Intel Core 2 Duo E6600 , 1 GB, Windows 10,Warhammer: Chaos And Conquest System Requirements
 8 MB, NVIDIA GeForce GTX 970 , Intel Core i5-4590 , 350 MB," Windows 7 SP1, Windows 8.1 or Windows 10",Super Smash the Ball VR System Requirements
 6 GB, NVIDIA GeForce GTX 550 Ti , AMD FX-4100 , 15 GB, Windows 7,Reign of Darkness System Requirements
 2 GB, ATI FireMV 2400 PCIe , Intel Core 2 Duo Q6867 , 100 MB," Windows 7, 8, 10",Mailbox System Requirements
 2 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 500 MB," XP, Vista, 7, 8, 10",刀锋突袭 System Requirements
 1 GB, NVIDIA GeForce GTX 650 , Intel Core i3-7100U , 256 MB, Windows 7/8.1/10 (64-bit Version),Exphelius: Arena System Requirements
 4 GB, AMD Radeon HD 6770 , Intel Core i3-2340UE , 3 GB, Windows 7,Colossal Saga System Requirements
4 GB,NVIDIA GeForce 7100 / nForce 630i,Intel Pentium 4 2.00GHz,Unknown,Ubuntu 12.04+ & SteamOS+,Armies of Riddle E.X. (Extreme) System Requirements
 1 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 800 MB, windows 7,TSM3:Gemini Strategy/双子战纪 System Requirements
 2 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Core 2 Duo Q6867 , 500 MB, Microsoft 64bit Windows 7,D1896 System Requirements
2 GB,AMD Radeon HD 5450,Intel Core i3-530,4 GB,Ubuntu 12.04+,Road To Nowhere System Requirements
 4 GB, NVIDIA GeForce GTX 970 , Intel Core i5-4590 , 1 GB," Windows 7 SP1, Windows 8.1 or later, Windows 10",Country Clubbing System Requirements
 8 GB, AMD Radeon R7 370 , Intel Core i5-4430 , 10 GB," 64-bit Windows 7, Windows 8.1, Windows 10",Choose for ME System Requirements
 4 GB, NVIDIA GeForce 9800 GTX+ , Intel Core i5-4400E , Unknown, Windows 7+,Mini Island System Requirements
 8 GB, NVIDIA GeForce GTX 970 , Intel Core i5-4400E , 1 GB, 10,Ridiculous Bombing Game System Requirements
 2 GB, NVIDIA GeForce 256 , Intel Core 2 Duo Q6867 , 4 GB, Windows XP (sp2) or later,Acid Knife System Requirements
 4 GB, NVIDIA GeForce GTS 450 , Intel Core i3-7100 , 226 MB," Windows 7, 8, 10",Nanoworld System Requirements
 1 GB, NVIDIA GeForce GTS 450 , Intel Core 2 Duo Q6867 , 100 MB, Windows 7+,One Gun 2: Stickman System Requirements
 1 GB, AMD Radeon R9 280 , Intel Core i7-3770 , 5 GB, Microsoft Windows 8.1,Ray Eager System Requirements
 1 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 2.00GHz , 500 MB, Windows 8,FLAT FORM FIGHTER System Requirements
 4 GB, AMD Radeon RX 480 , Intel Core i5-4400E , 100 MB, Windows 10,Fateless System Requirements
 6 GB, AMD Radeon R9 270 , Intel Core 2 Duo E8400 , 2 GB, Windows 7,Wigged Out System Requirements
 4 GB, NVIDIA GeForce 510 , Intel Core 2 Duo E8400 , 2 GB, Windows 7/8/10,Last Neighbor System Requirements
 8 GB, NVIDIA GeForce GTX 1060 , Intel Core i5-4570 , 3.91 GB, Windows 10,Playmobil: The Movie VR Adventures System Requirements
 3 GB, NVIDIA GeForce GTX 660 , Intel Pentium 4 4.00GHz , 300 MB, Windows 10,Through The Unknown System Requirements
 512 MB, NVIDIA GeForce 510 , Intel Pentium III 1400 @ 1400MHz , 2 GB," Windows 98, XP, Vista, 7, 8, 10",Memoirs of a Battle Brothel System Requirements
 4 GB, NVIDIA GeForce GTX 660 , Intel Core i3-4160 , 10 GB, Windows 10/8.1/7 (64 bit only),MisBits System Requirements
 2 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 2.00GHz , 800 MB, Windows 10,Circle of Sumo: Online Rumble! System Requirements
 8 GB, NVIDIA GeForce GTX 770 , Intel Core i5 750S , 4 GB, OS: Windows 10 64-bit,Fragile System Requirements
 8 GB, AMD Radeon RX 480 , Intel Core i5-4590 , 5 GB, Windows 10,Layers of Fear VR System Requirements
1 GB,ATI FireMV 2400 PCIe,Intel Pentium 4 2.00GHz,2 GB,Ubuntu 12.04 (32/64bit),Ghost Files 2: Memory of a Crime System Requirements
 4 GB, ATI FireGL T2-128 , Intel Core 2 Duo E8700 , 1 GB, Windows 7+,Battle Survive Hentai System Requirements
 4 GB, NVIDIA GeForce GTX 660 , Intel Pentium 4 4.00GHz , 2 GB, Windows 7,E-Ball System Requirements
 512 MB, ATI FireGL T2-128 , Intel Atom Z510 , 200 MB, win7-win10,探险与魔法 System Requirements
 2 GB, NVIDIA GeForce 256 , Intel Core 2 Duo Q6867 , 1 GB, Windows 7 SP1+,Ashland Dossier System Requirements
 4 GB, NVIDIA GeForce GTX 950 , Intel Core i3-2340UE , 4 GB, Windows 7,Mr. Pumpkin 2: Kowloon walled city System Requirements
 8 GB, NVIDIA GeForce GTX 260 , Intel Core 2 Quad Q9705 , 100 MB, Windows7+,Marisa's Marvelous Magic Shop System Requirements
 2 GB, NVIDIA GeForce 510 , Intel Celeron , 200 MB, Windows 7 or later,Mainframe Defenders System Requirements
 8 GB, NVIDIA GeForce GTX 970 , Intel Core i5-4590 , 2 GB, Windows 10,ArachnoSplat System Requirements
 4 GB, NVIDIA GeForce GTX 660 , Intel Core 2 Duo Q6867 , 2 GB, Windows 10 64-bit,Eldest Souls System Requirements
 2 GB, NVIDIA GeForce 9600 GT , Intel Core 2 Duo Q6867 , 750 MB, Windows 7/8,Blocks!: Julius Caesar System Requirements
 4 GB, NVIDIA GeForce GTX 470 , Intel Pentium 4 4.00GHz , 9.77 GB, Windows 7/8/10 32-bit,MILITARY System Requirements
 8 GB, AMD Radeon RX 470 , Intel Core i5-4590 , 2 GB, Windows 10,NOXIAM -miserable sinners- System Requirements
 4 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Pentium 4 2.00GHz , 200 MB, Windows 7 SP1+,Balls!?? System Requirements
 2 GB, NVIDIA GeForce 256 , Intel Core 2 Duo Q6867 , 200 MB, Windows 7 (32 Bit),Down Ward System Requirements
 2 GB, NVIDIA GeForce 6200 , Intel Core 2 Duo U7600 , 1 GB, Windows  7/ 8/ 10,The Last Pixel System Requirements
512 MB,ATI FireGL T2-128,Intel Atom Z510,500 MB,Linux x86/x86_64,Gods of Love: An Otome Visual Novel System Requirements
 2 GB, AMD Radeon HD 5450 , Intel Core 2 Duo Q6867 , 2 GB, Windows (64-bit) System,The Disgusting Slaughterman System Requirements
 6 GB, AMD Radeon RX460 , Intel Core i5-4400E , 8 GB, Windows 8 / 10,The Strange Story Of Brian Fisher: Chapter 1 System Requirements
 4 GB, ATI FireGL T2-128 , Intel Atom Z510 , 100 MB," Win 2000, XP or Vista",Battle Master System Requirements
 2 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 200 MB," Windows 10, 8.1, 8, 7, Vista, XP",Pixel Puzzles Traditional Jigsaws System Requirements
4 GB,AMD Radeon Pro 450,Intel Core 2 Duo Q6867,6 GB,Ubuntu 64-bit 16.04+,War Trains System Requirements
 2 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Core i5-4400E , Unknown, Windows 7 SP1+,Traps Ahead! System Requirements
 16 GB, NVIDIA GeForce GTX 1070 , Intel Core i7-6700 , 3 GB, 10,Spooky Night 2 System Requirements
 4 GB, Intel HD 5500 , Intel Pentium 4 2.00GHz , 2 GB, Windows 7,Gred System Requirements
 1 GB, NVIDIA GeForce GTX 560 , Intel Core 2 Duo Q6867 , 3 GB, Windows 7,Brass Brigade System Requirements
 2 GB, Intel HD 4000 , Intel Core 2 Duo Q6867 , 135 MB, Windows 7,Soviet Bear Uni Adventure System Requirements
 4 GB, NVIDIA GeForce GTX 750 , Intel Pentium 4 2.00GHz , 2 GB, win8.1以上,Q Moe Link Up / Q萌连连看 System Requirements
 4 GB, NVIDIA GeForce 6100 , Intel Core i3-530 , 1 GB, Windows 7,Touhou Hakanai Cards / 东方幻灵录 System Requirements
 2 GB, Intel HD 4000 , Intel Core 2 Duo Q6867 , 150 MB, Windows 7 or later,Protect Your Fool System Requirements
 8 GB, NVIDIA GeForce GTX 650 , Intel Core i5-4400E , 5 GB, Windows 7,Skin Witch System Requirements
 8 GB, NVIDIA Quadro K620 , Intel Core i5-6500 , 1 GB, Windows10,RollingSky2 System Requirements
 2 GB, ATI FireGL T2-128 , Intel Pentium 4 1.60GHz , 500 MB, Windows7,Makeover Desire - HENSHIN GANBO System Requirements
 2 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 1.80GHz , 500 MB, Windows XP,The Knight of the Crimson Tower System Requirements
 4 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 1.40GHz , 165 MB," Windows XP, Vista, 7, 8, 10 etc",Hide and Secret: The Lost World System Requirements
 1 GB, Intel UHD 600 , Intel Core Duo U2500 , 20 MB, Windows Vista or Later,The Adventures of Willow and Ash System Requirements
 2 GB, Intel HD 520 , Intel Core i5-6300U , 180 MB, Windows 7 SP1 64 bits,Doll System Requirements
 6 GB, ATI FireGL T2-128 , Intel Core i3-530 , 10 GB," Windows 7, Windows 8, Windows 10",Paralives System Requirements
 4 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 1 GB, Windows 7,Taro: a fluffy visual novel System Requirements
 4 GB, NVIDIA GeForce 256 , Intel Core i5-4400E , 10 GB, Windows 8.1,Gangsta Sniper 3: Final Parody System Requirements
 8 MB, NVIDIA GeForce RTX 2060 , Intel Core i5-4590 , Unknown, Windows 10,Zero Friction System Requirements
 4 GB, NVIDIA GeForce GTX 660 , Intel Core i3-2340UE , 2 GB, Windows 8,Star Gods System Requirements
 2 GB, NVIDIA GeForce 7100 / nForce 630i , Intel Core i3-530 , 500 MB, Windows 7 (64 bit),DeedPlanner System Requirements
 2 GB, ATI FireGL V7350 , Intel Pentium 4 2.00GHz , 250 MB, Windows 7/8/10,Play with NEKO System Requirements
 4 GB, NVIDIA GeForce GT 610 , Intel Core 2 Duo Q6867 , 50 MB, Windows 7 or higher,Labirint System Requirements
2 GB,ATI FireMV 2400 PCIe,Intel Atom Z515,200 MB,18,Jetboard Joust : Next-Generation Retro System Requirements
 2 GB, ATI FireGL T2-128 , Intel Atom Z510 , 500 MB," Vista, 7, 8.1, 10",Miracle Calamity Homeostasis System Requirements
 1 GB, NVIDIA GeForce 7200 GS , Intel Pentium 4 2.00GHz , 250 MB, Windows XP or later,Caves and Castles: Underworld System Requirements
 2 GB, NVIDIA GeForce 7600 GS , Intel Core 2 Duo E6320 , 2 GB, Windows 7 or later,Grudge TV System Requirements
 2 GB, ATI FireGL T2-128 , Intel Atom Z515 , 4 GB, WIN7 SP1/WIN8/WIN10/XP,Starlight System Requirements
 2 GB, AMD Radeon HD 6570 , Intel Core i3-2340UE , 2 GB, Windows 10,MyStar System Requirements
 2 GB, ATI FireGL T2-128 , Intel Core 2 Duo E8400 , 1 GB," Win 7, 8 or 10",A Dark World: The Glowing City System Requirements
 1.95 GB, ATI FireGL T2-128 , Intel Core i3-3217UE , 3 GB, Windows 7 / 8 / 10,Go All Out: Free To Play System Requirements
 8 GB, AMD Radeon RX 470 , Intel Core i5-4590 , 2 GB, Windows 10,Hold Your Ground System Requirements
512 MB,NVIDIA GeForce 7200 GS,Intel Core 2 Duo Q6867,300 MB,Ubuntu 18.04 Bionic Beaver,Escape from the Lostmoon System Requirements
 8 GB, NVIDIA GeForce GTX 660 , Intel Core i3-4160 , 4 GB, Windows 64-bit Windows 7 / 64-bit Windows 8 / 64-bit Windows 10,Asylum of the Dead System Requirements
 4 GB, AMD Radeon HD 6570 , Intel Core 2 Quad Q6600 , 350 MB, Windows 7 (64-bit),"No Offence, But System Requirements"
 512 MB, NVIDIA GeForce 7600 GS , Intel Core 2 Duo E6320 , 1 GB, Windows 7/8/10,Adventure Galaxy System Requirements
 1 GB, NVIDIA GeForce GT 240 , Intel Core 2 Duo Q6867 , 400 MB, Windows 7,地城蔷薇 System Requirements
 1 GB, ATI FireGL T2-128 , Intel Pentium 4 1300MHz , 1 GB, Windows XP +,Nova 1492 System Requirements
4 GB,AMD Radeon HD 5450,Intel Core i3-530,5 GB,Ubuntu 12.04+,Plot of the Druid System Requirements
 2 GB, ATI FireGL T2-128 , Intel Core 2 Duo E8400 , 3 GB, Windows 7 64-bit,Joyfess: Martin's Secret Recipe System Requirements
2 GB,Intel HD 4000,Intel Core i7-3770,1 GB,Ubuntu 16.04 or higher,Overflo Game System Requirements
 8 GB, NVIDIA GeForce GTX 1060 , Intel Core i7-8750H , 2 GB, 10,Beyond Shattered Isles System Requirements
 16 GB, NVIDIA GeForce GTX 1050 , Intel Core i5-4400E , 3 GB, Windows 10,Project IO System Requirements
4 GB,Intel HD 5000,Intel Pentium 4 2.40GHz,4 GB,Linux x86/x86_64,邻居大叔/UncleNeighbor System Requirements
 512 MB, NVIDIA GeForce 510 , Intel Atom Z510 , 650 MB, Windows,Esperia ~ Uprising of the Scarlet Witch ~ System Requirements
 16 GB, Intel UHD Graphics 620 , Intel Core i5-4400E , 147 MB, 7 SP1+,Thanks For Listening System Requirements
 4 GB, Intel Media Accelerator 500 , Intel Celeron , 250 MB, Windows 7 64,Craft Elements System Requirements
 1 GB, NVIDIA GeForce 6100 , Intel Core i3-530 , 500 MB, Windows 10 / 8.1 / 8 / 7(with Aero),Ultimate Visualizer System Requirements
2 GB,Intel HD 3000,Intel Pentium 4 2.00GHz,500 MB,"Ubuntu 12.04+, SteamOS+",The Wild Case System Requirements
 4 GB, AMD Radeon R7 M260 , Intel Core i5-4210U , 8 GB, Windows 8.1,The Airship Designer System Requirements
 2 GB, NVIDIA GeForce GTX 1080 , Intel Pentium 4 1.80GHz , 500 MB, Windows 7 (64 bit),The Legend of Arcadieu System Requirements
 2 GB, NVIDIA GeForce 510 , Intel Core 2 Duo Q6867 , 70 MB, Windows XP/Vista/7/8/10,Npc Problems: Vertex Coloring System Requirements
 16 GB, NVIDIA GeForce GTX 1060 , Intel Core i7-3770 , 4 GB, window 10X64,MM Garden System Requirements
 4 GB, NVIDIA GeForce GTX 550 Ti , Intel Core i5-2310 , 1000 MB," 64-bit Windows 7, Windows 8.1, Windows 10",Grave Tower System Requirements
 2 GB, AMD Radeon HD 6570 , Intel Core 2 Duo E4500 , 512 MB, Windows 7,Listeria Wars System Requirements
2 GB,ATI FireMV 2400 PCIe,Intel Atom Z515,600 MB,"Fedora 25, Ubuntu 16.04, SteamOS, Mint 18",Urtuk: The Desolation System Requirements
 1 GB, ATI FireGL T2-128 , Intel Pentium 4 4.00GHz , 935 MB, Microsoft Windows Vista/7/8,Blue Lemon System Requirements
 4 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 50 MB," Windows XP, Vista, 7, 8/8.1, 10",My Haunted Doll System Requirements
 4 GB, AMD Radeon HD 5450 , Intel Core i5-4400E , 5 GB, Windows 7,ID-EGO System Requirements
2 GB,NVIDIA GeForce 7200 GS,Intel Pentium 4 2.00GHz,1 GB,Ubuntu 12.04+ (or equivalent),LAZR - A Clothformer System Requirements
 1 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 300 MB, Windows 7+,Spellinkers System Requirements
2 GB,Intel HD 4000,Intel Pentium 4 2.00GHz,1 GB,Ubuntu 18.04 (64-bit),Arcadia Fallen System Requirements
 1 GB, NVIDIA GeForce 6100 , Intel Core i3-530 , 300 MB, windows7/8/10,Fantasy Secret System Requirements
 16 GB, NVIDIA GeForce GTX 1080 , Intel Core i7-610 , 15 GB," Windows 10 64 Bit, Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1",Cross Border VR System Requirements
 1 GB, NVIDIA GeForce 7200 GS , Intel Core 2 Duo Q6867 , 150 MB, Windows 7,Lovely Hentai System Requirements
 4 GB, NVIDIA GeForce GTX 460 , Intel Core i3-2340UE , 4 GB," Windows 7, 64-bit",Into The Maze System Requirements
 2 GB, NVIDIA GeForce 510 , Intel Core 2 Duo U7600 , 2 GB," Windows 7,Windows 8,Windows 10",Magical Princess System Requirements
 512 MB, ATI FireGL T2-128 , Intel Atom Z510 , Unknown, Windows 7,Mr Zig System Requirements
 4 GB, NVIDIA GeForce GTX 650 , Intel Core 2 Duo Q6867 , 2 GB, Windows 7,Master Of Pottery System Requirements
 2 GB, ATI FireGL T2-128 , Intel Core 2 Duo Q6867 , 2 GB, Windows 7,Time Fragments: 24h in Capua System Requirements
4 GB,AMD Radeon Pro 5700,AMD Athlon II X4 640,Unknown,Ubuntu 16.04 LTS,Vaporum: Lockdown System Requirements
 4 GB, AMD Radeon R7 370 , Intel Core 2 Duo Q6867 , 1000 MB, Windows 7/8/10/11,Project Apocalypse System Requirements
 8 GB, NVIDIA GeForce 820M , Intel Core i5-4400E , 11 GB, Windows  7/8/10,Centralia: Homecoming System Requirements
 2 GB, Intel Media Accelerator 500 , Intel Celeron , 180 MB, Windows 7 / 8 / 10,Tale Of Starship System Requirements
 1 GB, ATI FireGL T2-128 , Intel Core 2 Duo E8400 , 200 MB, 7 / 8 / 8.1 / 10,JAGD LANZER System Requirements
 2 GB, ATI FireGL T2-128 , Intel Pentium 4 2.00GHz , 80 MB," Windows XP, Vista, 7, 8, or 10",Punchline!! System Requirements
 4 GB, NVIDIA GeForce GT 720 , Intel Celeron N3160 , 300 MB, Windows10,Kwaidan ～Azuma manor story～ System Requirements
